"cellid","y1","y2","y3","y4","y5","nvisit1","nvisit2","nvisit3","nvisit4","nvisit5","x.loc","y.loc"
2080,1,2,0,0,3,3,5,1,1,5,238.5,61.5
2084,1,1,1,NA,1,1,3,1,NA,1,250.5,61.5
2085,3,3,0,3,1,4,5,2,4,1,253.5,61.5
2095,1,4,2,1,2,2,5,2,1,3,283.5,61.5
2096,0,1,0,0,1,4,5,1,2,4,286.5,61.5
2099,0,NA,NA,1,NA,4,NA,NA,5,NA,295.5,61.5
2102,0,0,2,1,1,4,2,3,5,2,4.5,64.5
2105,0,1,0,0,0,1,4,1,4,2,13.5,64.5
2109,1,NA,2,1,NA,2,NA,2,2,NA,25.5,64.5
2111,1,NA,NA,2,1,1,NA,NA,3,4,31.5,64.5
2115,3,3,2,2,2,3,5,2,3,2,43.5,64.5
2119,0,0,0,1,3,1,1,2,5,5,55.5,64.5
2120,4,1,4,NA,NA,5,2,4,NA,NA,58.5,64.5
2122,1,0,NA,0,0,2,5,NA,1,1,64.5,64.5
2123,0,NA,3,2,2,1,NA,5,4,3,67.5,64.5
2124,2,NA,2,3,NA,2,NA,3,3,NA,70.5,64.5
2125,2,0,NA,NA,1,5,4,NA,NA,4,73.5,64.5
2127,0,0,0,0,NA,5,3,3,5,NA,79.5,64.5
2128,0,0,0,NA,0,2,4,1,NA,4,82.5,64.5
2136,2,3,3,1,1,2,3,4,1,1,106.5,64.5
2140,0,1,1,NA,2,5,3,3,NA,2,118.5,64.5
2143,2,0,0,1,0,4,2,2,2,3,127.5,64.5
2148,0,0,0,NA,NA,3,5,5,NA,NA,142.5,64.5
2159,NA,NA,0,1,0,NA,NA,2,1,4,175.5,64.5
2162,NA,2,NA,0,2,NA,4,NA,1,5,184.5,64.5
2163,0,NA,0,0,0,5,NA,4,3,5,187.5,64.5
2166,2,0,3,NA,0,3,2,5,NA,1,196.5,64.5
2174,1,NA,2,1,NA,1,NA,3,2,NA,220.5,64.5
2177,2,1,NA,1,4,3,5,NA,5,5,229.5,64.5
2185,0,1,2,1,2,5,5,4,2,4,253.5,64.5
2192,1,2,1,2,3,1,3,3,3,4,274.5,64.5
2204,0,NA,0,0,0,4,NA,4,1,2,10.5,67.5
2206,2,0,3,0,0,5,1,4,2,2,16.5,67.5
2212,1,NA,2,3,NA,2,NA,2,4,NA,34.5,67.5
2215,0,0,0,0,0,4,5,2,1,4,43.5,67.5
2217,0,0,1,1,0,5,2,3,5,5,49.5,67.5
2221,0,1,0,1,NA,1,5,5,4,NA,61.5,67.5
2226,0,2,NA,NA,0,1,2,NA,NA,1,76.5,67.5
2229,1,4,2,3,4,1,5,3,5,5,85.5,67.5
2237,2,3,4,2,1,4,4,5,3,3,109.5,67.5
2238,2,2,3,2,NA,4,3,5,2,NA,112.5,67.5
2240,0,0,1,NA,1,1,1,1,NA,1,118.5,67.5
2242,0,NA,NA,0,0,2,NA,NA,4,4,124.5,67.5
2246,2,1,1,0,2,4,1,4,1,3,136.5,67.5
2265,NA,2,NA,3,2,NA,4,NA,5,4,193.5,67.5
2268,0,0,0,0,0,2,4,2,5,1,202.5,67.5
2269,3,0,NA,NA,3,3,3,NA,NA,5,205.5,67.5
2273,1,0,NA,0,NA,5,1,NA,3,NA,217.5,67.5
2274,0,1,1,2,3,4,4,1,2,3,220.5,67.5
2275,1,0,2,0,NA,2,4,4,4,NA,223.5,67.5
2281,4,2,2,4,3,4,3,3,4,4,241.5,67.5
2282,NA,2,NA,1,1,NA,2,NA,1,3,244.5,67.5
2285,NA,0,0,0,0,NA,5,4,1,2,253.5,67.5
2287,0,2,3,3,1,1,4,4,4,5,259.5,67.5
2292,NA,NA,3,0,1,NA,NA,3,2,2,274.5,67.5
2305,4,1,0,1,0,4,4,5,1,1,13.5,70.5
2311,2,2,0,1,0,5,5,1,2,3,31.5,70.5
2328,3,0,2,1,2,5,1,4,2,3,82.5,70.5
2339,3,1,1,2,1,5,3,2,4,2,115.5,70.5
2340,0,1,NA,0,0,5,5,NA,1,1,118.5,70.5
2344,NA,2,NA,2,1,NA,5,NA,4,1,130.5,70.5
2348,0,0,0,0,0,3,4,4,4,5,142.5,70.5
2349,1,1,0,0,0,4,4,4,2,3,145.5,70.5
2350,0,1,0,NA,0,1,3,1,NA,1,148.5,70.5
2352,0,NA,1,0,NA,1,NA,3,5,NA,154.5,70.5
2361,2,NA,1,1,1,2,NA,1,1,2,181.5,70.5
2367,3,5,1,3,5,3,5,1,4,5,199.5,70.5
2368,0,0,2,0,1,3,4,5,1,4,202.5,70.5
2377,0,0,NA,0,0,5,1,NA,2,3,229.5,70.5
2382,NA,0,NA,0,0,NA,2,NA,2,4,244.5,70.5
2389,NA,0,3,0,0,NA,3,5,3,5,265.5,70.5
2390,1,1,0,NA,1,3,2,1,NA,4,268.5,70.5
2393,0,0,0,0,0,1,5,3,1,1,277.5,70.5
2396,1,1,1,0,NA,5,2,5,2,NA,286.5,70.5
2398,4,NA,4,1,1,5,NA,5,2,1,292.5,70.5
2399,2,1,NA,3,NA,5,1,NA,5,NA,295.5,70.5
2402,NA,NA,NA,0,0,NA,NA,NA,2,3,4.5,73.5
2414,NA,0,3,2,3,NA,1,3,5,5,40.5,73.5
2418,0,0,1,2,1,4,2,3,5,1,52.5,73.5
2429,3,2,0,0,1,4,3,4,1,2,85.5,73.5
2430,NA,2,NA,1,1,NA,2,NA,1,2,88.5,73.5
2437,1,0,4,0,NA,3,2,5,1,NA,109.5,73.5
2442,0,1,NA,0,0,4,4,NA,1,1,124.5,73.5
2448,NA,1,0,1,NA,NA,2,1,4,NA,142.5,73.5
2452,1,0,0,0,1,1,1,2,4,3,154.5,73.5
2454,2,0,NA,1,1,3,1,NA,3,2,160.5,73.5
2455,NA,2,2,2,1,NA,5,3,5,4,163.5,73.5
2457,1,0,1,0,0,2,5,5,4,1,169.5,73.5
2461,0,0,NA,NA,0,5,1,NA,NA,4,181.5,73.5
2463,1,2,3,5,1,1,3,3,5,1,187.5,73.5
2464,2,2,3,2,1,5,4,5,4,3,190.5,73.5
2465,1,0,2,2,3,2,2,3,5,5,193.5,73.5
2467,2,NA,1,2,3,4,NA,1,3,3,199.5,73.5
2469,0,1,1,NA,1,3,4,2,NA,2,205.5,73.5
2472,NA,0,1,0,0,NA,4,2,1,3,214.5,73.5
2483,3,2,3,3,0,4,5,4,5,3,247.5,73.5
2485,4,1,4,1,1,5,1,4,2,3,253.5,73.5
2489,0,0,0,0,0,4,5,1,4,3,265.5,73.5
2513,0,0,0,0,0,2,3,1,1,1,37.5,76.5
2516,0,NA,0,1,0,2,NA,2,5,2,46.5,76.5
2517,1,NA,1,2,2,2,NA,2,5,2,49.5,76.5
2519,1,0,NA,0,NA,5,4,NA,4,NA,55.5,76.5
2529,0,0,0,4,NA,1,4,1,4,NA,85.5,76.5
2533,2,0,1,2,3,3,1,1,5,4,97.5,76.5
2542,0,0,2,NA,NA,2,4,4,NA,NA,124.5,76.5
2543,0,NA,1,4,NA,1,NA,1,5,NA,127.5,76.5
2547,3,1,3,1,3,4,4,5,1,3,139.5,76.5
2554,0,0,0,NA,0,3,2,1,NA,5,160.5,76.5
2555,1,0,0,0,0,5,3,1,1,2,163.5,76.5
2559,2,3,NA,1,1,5,5,NA,2,1,175.5,76.5
2563,1,2,2,1,3,1,5,5,1,5,187.5,76.5
2571,1,NA,1,1,0,3,NA,2,2,1,211.5,76.5
2576,NA,NA,0,0,1,NA,NA,1,5,5,226.5,76.5
2585,1,1,NA,2,1,3,5,NA,3,4,253.5,76.5
2596,NA,NA,0,0,NA,NA,NA,5,2,NA,286.5,76.5
2597,0,0,0,0,0,2,1,2,2,2,289.5,76.5
2610,1,2,2,1,1,2,4,2,1,2,28.5,79.5
2614,0,0,0,0,0,2,2,5,5,2,40.5,79.5
2619,0,0,0,0,0,1,5,3,1,5,55.5,79.5
2623,0,0,0,0,0,1,2,1,4,3,67.5,79.5
2624,0,1,1,0,4,1,1,2,4,4,70.5,79.5
2627,NA,0,0,0,1,NA,5,1,5,2,79.5,79.5
2629,0,0,0,NA,0,4,2,4,NA,5,85.5,79.5
2641,4,1,1,0,1,4,2,1,1,2,121.5,79.5
2649,1,NA,2,1,NA,2,NA,3,3,NA,145.5,79.5
2652,0,0,0,0,0,2,4,2,4,5,154.5,79.5
2659,0,NA,2,0,1,5,NA,5,1,3,175.5,79.5
2668,0,0,0,NA,0,4,5,2,NA,3,202.5,79.5
2672,0,0,0,NA,0,3,5,5,NA,2,214.5,79.5
2678,0,NA,0,0,0,2,NA,3,3,3,232.5,79.5
2692,0,0,0,NA,NA,4,5,5,NA,NA,274.5,79.5
2695,0,0,0,0,0,3,5,1,1,2,283.5,79.5
2701,2,3,1,1,4,3,4,3,4,5,1.5,82.5
2735,0,0,0,0,0,2,2,3,1,4,103.5,82.5
2737,0,0,0,0,0,2,5,2,1,2,109.5,82.5
2748,NA,2,0,0,2,NA,2,1,1,5,142.5,82.5
2749,0,0,0,0,0,4,4,2,1,3,145.5,82.5
2760,2,2,3,0,2,3,3,4,1,2,178.5,82.5
2765,0,0,0,0,0,2,3,5,5,3,193.5,82.5
2767,0,0,0,0,0,4,2,4,1,1,199.5,82.5
2768,0,0,NA,0,0,2,3,NA,5,4,202.5,82.5
2773,2,3,2,1,1,3,5,3,2,2,217.5,82.5
2777,1,0,NA,0,NA,2,1,NA,2,NA,229.5,82.5
2780,0,0,1,NA,NA,1,1,3,NA,NA,238.5,82.5
2791,1,1,2,0,NA,2,3,3,3,NA,271.5,82.5
2792,0,0,NA,NA,0,5,5,NA,NA,1,274.5,82.5
2795,4,3,NA,3,2,5,5,NA,4,3,283.5,82.5
2800,3,1,NA,2,2,5,1,NA,4,5,298.5,82.5
2801,0,1,1,1,3,2,3,2,3,4,1.5,85.5
2808,0,NA,0,2,NA,3,NA,1,4,NA,22.5,85.5
2831,0,0,1,0,1,3,3,4,5,4,91.5,85.5
2834,NA,NA,2,1,0,NA,NA,2,1,1,100.5,85.5
2845,3,3,1,1,1,5,4,2,2,1,133.5,85.5
2859,1,1,0,1,2,3,2,1,1,5,175.5,85.5
2860,1,2,1,3,2,3,2,1,4,4,178.5,85.5
2861,0,4,NA,3,3,3,5,NA,4,5,181.5,85.5
2862,0,NA,0,NA,2,5,NA,2,NA,4,184.5,85.5
2863,1,1,0,NA,1,3,3,4,NA,2,187.5,85.5
2887,2,3,1,1,3,3,4,1,2,5,259.5,85.5
2889,0,0,0,0,0,5,2,3,4,2,265.5,85.5
2893,2,0,3,1,3,3,2,4,2,5,277.5,85.5
2896,4,NA,0,NA,1,5,NA,1,NA,2,286.5,85.5
2897,4,NA,5,1,NA,5,NA,5,1,NA,289.5,85.5
2899,2,3,2,3,0,4,5,5,4,1,295.5,85.5
2901,2,3,3,1,1,3,4,3,3,5,1.5,88.5
2907,NA,0,0,1,4,NA,2,1,4,4,19.5,88.5
2909,0,0,0,0,0,2,1,1,5,3,25.5,88.5
2912,3,1,3,2,2,4,1,5,5,2,34.5,88.5
2913,1,3,2,4,1,1,3,2,5,1,37.5,88.5
2917,1,1,0,NA,NA,5,3,2,NA,NA,49.5,88.5
2923,2,0,1,2,0,5,1,5,2,1,67.5,88.5
2941,0,1,0,1,0,4,1,1,3,5,121.5,88.5
2946,1,2,1,2,1,4,5,1,2,3,136.5,88.5
2948,0,NA,0,0,0,2,NA,2,1,2,142.5,88.5
2950,NA,2,4,1,2,NA,3,4,1,3,148.5,88.5
2956,1,0,3,1,2,1,1,4,2,5,166.5,88.5
2968,2,4,1,NA,NA,3,5,1,NA,NA,202.5,88.5
2969,2,0,1,0,NA,4,3,4,4,NA,205.5,88.5
2970,1,0,0,2,0,3,2,5,4,2,208.5,88.5
2971,1,0,NA,NA,0,3,5,NA,NA,1,211.5,88.5
2972,2,4,3,NA,2,2,4,4,NA,2,214.5,88.5
2974,0,0,1,0,0,4,1,3,1,1,220.5,88.5
2980,NA,2,2,2,1,NA,5,4,2,4,238.5,88.5
2981,2,2,1,5,2,2,3,1,5,3,241.5,88.5
2984,NA,NA,NA,0,NA,NA,NA,NA,1,NA,250.5,88.5
2990,NA,2,3,2,NA,NA,4,3,2,NA,268.5,88.5
2994,1,4,NA,3,2,1,5,NA,5,3,280.5,88.5
2997,0,0,0,0,NA,3,3,3,3,NA,289.5,88.5
2999,2,0,1,1,1,5,2,2,5,4,295.5,88.5
3000,1,1,2,3,NA,1,1,3,3,NA,298.5,88.5
3006,0,1,0,1,3,1,3,1,1,5,16.5,91.5
3007,1,0,1,1,0,5,2,3,5,2,19.5,91.5
3032,3,NA,4,2,0,4,NA,4,2,1,94.5,91.5
3033,0,0,0,0,NA,1,1,1,3,NA,97.5,91.5
3042,0,0,0,0,0,2,1,2,4,1,124.5,91.5
3051,0,0,0,0,NA,1,3,4,4,NA,151.5,91.5
3052,2,0,NA,0,1,5,1,NA,1,3,154.5,91.5
3067,0,0,0,0,0,5,2,2,1,5,199.5,91.5
3072,2,2,2,3,2,3,2,5,4,2,214.5,91.5
3083,0,0,0,0,0,3,1,3,1,1,247.5,91.5
3096,0,0,NA,1,0,2,2,NA,1,2,286.5,91.5
3099,2,3,2,NA,2,2,3,4,NA,3,295.5,91.5
3100,1,NA,2,3,3,2,NA,3,5,4,298.5,91.5
3112,1,2,NA,0,1,2,5,NA,2,2,34.5,94.5
3113,3,3,3,NA,NA,4,3,4,NA,NA,37.5,94.5
3128,0,0,0,0,0,4,4,2,3,1,82.5,94.5
3134,NA,NA,0,0,0,NA,NA,2,2,5,100.5,94.5
3146,0,NA,0,1,0,4,NA,2,3,1,136.5,94.5
3147,1,1,1,0,0,1,3,2,2,1,139.5,94.5
3151,NA,2,3,1,1,NA,3,4,3,2,151.5,94.5
3157,3,2,0,1,0,5,4,4,1,1,169.5,94.5
3161,1,1,NA,NA,1,2,5,NA,NA,4,181.5,94.5
3164,0,0,0,1,NA,5,4,4,5,NA,190.5,94.5
3175,NA,2,2,2,3,NA,4,5,5,4,223.5,94.5
3180,1,0,0,1,0,5,1,2,5,2,238.5,94.5
3187,0,1,0,2,2,3,4,1,4,5,259.5,94.5
3193,0,0,0,0,0,2,5,1,5,4,277.5,94.5
3199,0,0,0,1,0,3,5,1,5,3,295.5,94.5
3208,4,3,4,3,NA,5,3,5,3,NA,22.5,97.5
3220,NA,0,0,0,0,NA,4,5,2,3,58.5,97.5
3222,1,0,NA,1,0,3,4,NA,5,1,64.5,97.5
3230,0,1,3,2,NA,3,1,3,3,NA,88.5,97.5
3239,1,NA,0,0,NA,4,NA,4,4,NA,115.5,97.5
3242,4,2,NA,2,3,5,4,NA,2,3,124.5,97.5
3243,0,0,0,0,0,1,3,3,5,2,127.5,97.5
3249,0,1,3,2,2,2,3,5,2,5,145.5,97.5
3258,1,2,1,0,2,2,3,3,3,3,172.5,97.5
3266,0,0,0,NA,0,5,1,2,NA,4,196.5,97.5
3270,1,2,4,0,1,4,5,5,1,5,208.5,97.5
3273,3,5,1,2,4,5,5,1,2,5,217.5,97.5
3274,0,0,0,0,NA,5,3,3,5,NA,220.5,97.5
3281,0,1,2,1,0,1,5,3,4,4,241.5,97.5
3284,2,2,2,0,1,5,5,4,1,1,250.5,97.5
3285,0,NA,0,0,0,1,NA,4,1,4,253.5,97.5
3297,NA,0,NA,0,0,NA,2,NA,3,4,289.5,97.5
3299,NA,2,1,1,NA,NA,4,3,3,NA,295.5,97.5
3306,0,0,0,NA,0,5,3,1,NA,4,16.5,100.5
3324,NA,NA,0,0,0,NA,NA,1,3,4,70.5,100.5
3331,0,0,0,0,NA,3,1,1,1,NA,91.5,100.5
3340,2,NA,0,1,NA,4,NA,5,2,NA,118.5,100.5
3341,0,0,NA,0,0,2,3,NA,4,2,121.5,100.5
3348,NA,0,0,0,NA,NA,3,2,4,NA,142.5,100.5
3356,NA,0,NA,0,NA,NA,2,NA,3,NA,166.5,100.5
3359,NA,0,0,0,NA,NA,5,1,5,NA,175.5,100.5
3361,2,2,3,NA,1,5,4,4,NA,5,181.5,100.5
3366,2,2,0,4,1,4,3,1,5,1,196.5,100.5
3367,NA,0,NA,0,1,NA,5,NA,3,3,199.5,100.5
3368,0,1,NA,0,0,4,3,NA,5,4,202.5,100.5
3369,NA,0,NA,0,0,NA,3,NA,5,3,205.5,100.5
3370,0,0,0,NA,0,2,5,5,NA,5,208.5,100.5
3376,1,3,2,NA,NA,2,5,4,NA,NA,226.5,100.5
3385,1,0,0,NA,1,5,4,1,NA,5,253.5,100.5
3388,3,4,4,1,0,4,4,5,5,1,262.5,100.5
3391,0,0,2,1,2,1,4,2,3,4,271.5,100.5
3398,NA,3,1,1,4,NA,5,3,2,5,292.5,100.5
3399,0,0,0,0,1,2,5,3,3,3,295.5,100.5
3415,0,1,0,1,1,1,5,1,3,1,43.5,103.5
3416,0,0,0,0,0,1,5,5,2,4,46.5,103.5
3418,0,0,0,0,0,2,1,3,2,3,52.5,103.5
3420,NA,1,0,3,0,NA,4,1,4,2,58.5,103.5
3421,0,0,NA,NA,1,1,2,NA,NA,5,61.5,103.5
3428,1,2,2,4,2,1,2,2,5,3,82.5,103.5
3438,3,1,2,2,2,3,2,4,2,3,112.5,103.5
3439,3,1,3,3,2,4,2,3,3,3,115.5,103.5
3440,5,1,5,3,3,5,1,5,3,4,118.5,103.5
3447,4,1,0,1,0,5,1,1,1,1,139.5,103.5
3451,0,0,NA,0,0,2,3,NA,1,3,151.5,103.5
3459,3,5,1,NA,1,4,5,1,NA,2,175.5,103.5
3463,2,0,1,1,1,5,1,3,5,2,187.5,103.5
3467,2,1,NA,2,3,2,3,NA,2,5,199.5,103.5
3480,1,NA,0,0,1,3,NA,1,3,5,238.5,103.5
3487,NA,0,0,1,2,NA,3,5,4,2,259.5,103.5
3497,0,2,1,NA,0,1,4,3,NA,1,289.5,103.5
3499,1,NA,3,NA,0,4,NA,5,NA,1,295.5,103.5
3504,NA,4,0,3,NA,NA,5,1,3,NA,10.5,106.5
3513,0,0,0,0,0,3,3,1,2,4,37.5,106.5
3515,0,0,0,NA,0,4,1,2,NA,3,43.5,106.5
3522,0,0,NA,0,NA,3,2,NA,3,NA,64.5,106.5
3523,3,2,4,NA,2,5,5,4,NA,2,67.5,106.5
3524,1,0,NA,1,0,4,5,NA,3,1,70.5,106.5
3527,NA,0,0,0,0,NA,2,2,1,4,79.5,106.5
3535,1,0,0,NA,1,2,1,1,NA,2,103.5,106.5
3546,0,0,0,0,1,2,2,1,5,5,136.5,106.5
3547,0,0,1,2,1,1,1,3,3,3,139.5,106.5
3550,0,NA,3,NA,NA,1,NA,5,NA,NA,148.5,106.5
3558,NA,1,0,4,2,NA,1,1,5,5,172.5,106.5
3561,1,3,1,1,NA,2,3,1,2,NA,181.5,106.5
3563,0,1,2,0,NA,1,2,3,3,NA,187.5,106.5
3569,NA,0,0,1,0,NA,2,1,4,1,205.5,106.5
3571,1,NA,1,NA,1,4,NA,1,NA,5,211.5,106.5
3573,NA,2,0,1,1,NA,2,1,1,3,217.5,106.5
3575,0,0,NA,0,0,2,5,NA,5,1,223.5,106.5
3578,1,0,2,NA,1,1,2,2,NA,1,232.5,106.5
3597,NA,0,2,NA,0,NA,1,5,NA,1,289.5,106.5
3603,NA,0,1,1,NA,NA,3,1,1,NA,7.5,109.5
3613,2,2,0,1,0,3,5,3,5,1,37.5,109.5
3616,NA,0,0,0,1,NA,2,5,1,5,46.5,109.5
3631,0,NA,0,0,1,3,NA,1,3,3,91.5,109.5
3633,1,1,1,1,1,1,1,1,2,2,97.5,109.5
3642,NA,2,1,NA,1,NA,2,4,NA,2,124.5,109.5
3643,1,0,3,3,NA,2,2,4,4,NA,127.5,109.5
3651,3,3,1,0,2,5,5,3,1,5,151.5,109.5
3655,0,0,NA,0,NA,5,2,NA,5,NA,163.5,109.5
3658,0,0,1,0,1,2,1,3,2,3,172.5,109.5
3663,1,0,2,1,0,4,3,5,2,2,187.5,109.5
3665,2,3,3,1,1,4,3,3,2,1,193.5,109.5
3667,1,4,1,3,1,1,5,1,4,2,199.5,109.5
3671,2,0,0,0,0,3,2,2,5,1,211.5,109.5
3673,1,3,0,2,1,4,5,4,4,1,217.5,109.5
3682,1,0,1,1,1,1,1,2,1,4,244.5,109.5
3693,1,4,NA,2,5,1,4,NA,3,5,277.5,109.5
3699,2,3,2,5,3,4,4,3,5,3,295.5,109.5
3702,0,0,2,NA,0,1,1,5,NA,2,4.5,112.5
3703,0,2,1,1,NA,2,5,5,2,NA,7.5,112.5
3704,NA,NA,0,NA,NA,NA,NA,4,NA,NA,10.5,112.5
3707,0,2,2,0,1,1,5,5,4,5,19.5,112.5
3715,1,NA,1,1,2,1,NA,1,1,5,43.5,112.5
3721,2,1,2,3,4,3,1,2,4,5,61.5,112.5
3724,0,0,0,0,0,2,1,3,2,1,70.5,112.5
3727,0,NA,0,1,2,1,NA,2,3,5,79.5,112.5
3728,2,NA,1,2,1,3,NA,2,3,1,82.5,112.5
3730,0,0,0,NA,0,4,3,2,NA,4,88.5,112.5
3741,2,4,NA,1,1,5,5,NA,1,1,121.5,112.5
3745,3,1,4,1,1,4,1,4,3,1,133.5,112.5
3747,0,1,2,2,1,3,2,5,4,1,139.5,112.5
3748,0,0,0,0,0,4,1,5,2,3,142.5,112.5
3750,0,0,0,0,0,5,4,1,5,2,148.5,112.5
3754,0,NA,0,0,0,4,NA,4,3,2,160.5,112.5
3761,1,1,2,1,1,1,3,3,1,2,181.5,112.5
3765,0,0,0,0,0,3,4,5,2,3,193.5,112.5
3770,0,NA,0,0,NA,2,NA,4,5,NA,208.5,112.5
3773,0,0,0,0,0,4,4,1,2,2,217.5,112.5
3779,0,0,0,0,0,3,5,3,4,2,235.5,112.5
3784,0,0,0,0,0,3,2,4,5,3,250.5,112.5
3786,1,5,1,NA,NA,2,5,3,NA,NA,256.5,112.5
3794,0,0,0,0,0,5,4,5,1,3,280.5,112.5
3796,1,1,NA,0,NA,4,4,NA,2,NA,286.5,112.5
3805,NA,0,0,NA,NA,NA,1,5,NA,NA,13.5,115.5
3811,0,NA,0,0,0,1,NA,5,5,1,31.5,115.5
3819,3,0,3,2,1,5,1,5,2,1,55.5,115.5
3823,0,0,0,0,NA,4,5,5,2,NA,67.5,115.5
3832,0,0,0,NA,NA,4,3,1,NA,NA,94.5,115.5
3835,NA,1,1,2,0,NA,5,5,5,1,103.5,115.5
3836,0,0,0,0,0,1,4,3,1,2,106.5,115.5
3856,0,0,1,0,0,2,4,3,1,3,166.5,115.5
3862,NA,2,0,1,0,NA,3,2,4,3,184.5,115.5
3869,3,2,1,1,NA,5,4,1,2,NA,205.5,115.5
3872,NA,0,NA,1,1,NA,2,NA,2,4,214.5,115.5
3873,NA,3,3,2,2,NA,4,3,2,2,217.5,115.5
3882,3,NA,2,3,2,3,NA,4,5,2,244.5,115.5
3895,0,1,0,0,2,2,4,1,2,4,283.5,115.5
3896,3,1,3,2,NA,4,2,4,2,NA,286.5,115.5
3901,1,1,0,0,0,4,2,5,2,2,1.5,118.5
3903,5,2,0,3,1,5,3,1,4,1,7.5,118.5
3910,2,1,4,0,NA,2,4,5,1,NA,28.5,118.5
3912,NA,1,NA,0,1,NA,4,NA,4,5,34.5,118.5
3915,1,2,0,NA,1,3,2,1,NA,5,43.5,118.5
3916,2,0,2,3,3,4,1,2,4,4,46.5,118.5
3917,2,1,3,1,2,5,1,3,1,2,49.5,118.5
3921,0,1,0,NA,2,1,2,3,NA,4,61.5,118.5
3922,4,1,2,4,3,4,3,4,5,4,64.5,118.5
3923,0,1,0,0,1,4,3,2,3,4,67.5,118.5
3927,5,3,5,3,5,5,3,5,4,5,79.5,118.5
3930,0,0,1,2,0,3,1,2,3,1,88.5,118.5
3935,1,1,1,1,1,2,3,2,2,4,103.5,118.5
3940,0,NA,NA,NA,4,1,NA,NA,NA,5,118.5,118.5
3951,2,NA,4,NA,2,3,NA,5,NA,2,151.5,118.5
3953,4,1,2,0,0,5,4,3,3,1,157.5,118.5
3957,1,0,2,1,0,3,2,4,4,1,169.5,118.5
3958,0,NA,NA,NA,1,1,NA,NA,NA,1,172.5,118.5
3960,0,0,0,0,0,1,2,4,4,5,178.5,118.5
3962,0,0,NA,0,NA,4,1,NA,2,NA,184.5,118.5
3971,0,0,1,NA,0,2,2,2,NA,2,211.5,118.5
3977,0,NA,1,1,NA,1,NA,1,3,NA,229.5,118.5
3985,2,NA,1,3,1,2,NA,2,4,2,253.5,118.5
3996,2,4,NA,NA,2,2,4,NA,NA,3,286.5,118.5
4000,1,1,2,2,1,3,1,5,5,1,298.5,118.5
4002,4,NA,2,NA,1,5,NA,3,NA,2,4.5,121.5
4011,2,3,2,3,1,3,4,4,3,1,31.5,121.5
4031,NA,0,NA,0,2,NA,4,NA,3,5,91.5,121.5
4040,NA,0,0,0,0,NA,2,1,3,1,118.5,121.5
4043,0,NA,0,1,3,1,NA,2,2,5,127.5,121.5
4048,2,1,0,2,NA,4,4,1,3,NA,142.5,121.5
4064,0,NA,1,NA,1,2,NA,2,NA,1,190.5,121.5
4065,1,NA,0,NA,0,5,NA,3,NA,1,193.5,121.5
4066,2,0,1,0,NA,5,1,2,1,NA,196.5,121.5
4067,1,0,0,0,1,5,3,4,1,4,199.5,121.5
4070,0,2,2,1,1,2,4,3,4,5,208.5,121.5
4083,5,1,2,NA,2,5,5,5,NA,4,247.5,121.5
4084,1,3,3,4,2,1,5,3,4,3,250.5,121.5
4089,1,3,0,0,0,4,5,2,1,5,265.5,121.5
4122,2,3,NA,5,4,2,4,NA,5,4,64.5,124.5
4130,NA,3,NA,NA,1,NA,4,NA,NA,2,88.5,124.5
4146,1,1,0,2,1,3,2,1,5,4,136.5,124.5
4147,NA,1,NA,3,NA,NA,1,NA,3,NA,139.5,124.5
4157,1,0,2,4,NA,1,1,3,5,NA,169.5,124.5
4162,1,2,1,1,1,5,4,5,2,3,184.5,124.5
4167,5,NA,3,4,2,5,NA,5,5,4,199.5,124.5
4168,1,0,1,0,2,3,5,2,1,5,202.5,124.5
4169,1,NA,0,1,NA,3,NA,1,2,NA,205.5,124.5
4177,2,0,0,2,3,4,4,1,2,5,229.5,124.5
4178,0,0,0,0,1,1,4,4,1,5,232.5,124.5
4184,0,0,2,1,1,1,4,2,1,2,250.5,124.5
4190,NA,0,NA,1,0,NA,1,NA,1,3,268.5,124.5
4199,NA,1,2,4,3,NA,1,2,5,3,295.5,124.5
4209,0,1,5,4,2,3,1,5,5,2,25.5,127.5
4220,1,2,NA,3,2,2,3,NA,4,3,58.5,127.5
4224,0,NA,2,2,1,4,NA,5,4,3,70.5,127.5
4230,3,1,1,3,1,5,2,1,4,1,88.5,127.5
4232,3,1,0,1,1,4,2,1,1,2,94.5,127.5
4235,NA,0,0,2,0,NA,1,2,4,1,103.5,127.5
4247,NA,0,1,0,NA,NA,1,3,1,NA,139.5,127.5
4248,4,1,2,1,1,5,1,5,1,2,142.5,127.5
4257,1,NA,0,1,0,3,NA,5,4,2,169.5,127.5
4259,NA,NA,1,NA,3,NA,NA,2,NA,5,175.5,127.5
4266,NA,NA,2,1,2,NA,NA,2,1,5,196.5,127.5
4270,NA,NA,0,1,0,NA,NA,5,2,2,208.5,127.5
4274,1,2,0,1,0,1,2,2,1,1,220.5,127.5
4283,0,0,0,2,1,2,5,3,4,3,247.5,127.5
4289,0,1,1,0,0,4,3,3,4,1,265.5,127.5
4303,NA,0,0,0,0,NA,4,4,1,2,7.5,130.5
4316,0,0,NA,0,NA,3,5,NA,2,NA,46.5,130.5
4336,0,4,1,2,2,3,5,1,5,5,106.5,130.5
4338,2,1,3,4,1,2,1,3,4,1,112.5,130.5
4340,1,4,2,1,2,5,5,4,2,4,118.5,130.5
4347,0,NA,0,NA,0,5,NA,1,NA,5,139.5,130.5
